generation,best_fitness,avg_fitness
98,1.5842886794909294,1.5360348696250588
99,1.5842886794909294,1.5360348696250588
100,1.5842886794909294,1.5360348696250588
101,1.5842886794909294,1.5360348696250588
102,1.5842886794909294,1.5360348696250588
103,1.5842886794909294,1.5360348696250588
104,1.5842886794909294,1.5360348696250588
105,1.5842886794909294,1.5360348696250588
106,1.5842886794909294,1.5360348696250588
107,1.5842886794909294,1.5360348696250588
108,1.5842886794909294,1.5360348696250588
109,1.5842886794909294,1.5360348696250588
110,1.5842886794909294,1.5360348696250588
111,1.5842886794909294,1.5360348696250588
112,1.5842886794909294,1.5360348696250588
113,1.5842886794909294,1.5360348696250588
114,1.5842886794909294,1.5360348696250588
115,1.5842886794909294,1.5360348696250588
116,1.5842886794909294,1.5360348696250588
117,1.5842886794909294,1.5360348696250588
118,1.5842886794909294,1.5360348696250588
119,1.5842886794909294,1.5360348696250588
120,1.5842886794909294,1.5360348696250588
121,1.5842886794909294,1.5360348696250588
122,1.5842886794909294,1.5360348696250588
123,1.5842886794909294,1.5360348696250588
124,1.5842886794909294,1.5360348696250588
125,1.5842886794909294,1.5360348696250588
126,1.5842886794909294,1.5360348696250588
127,1.5842886794909294,1.5360348696250588
128,1.5842886794909294,1.5360348696250588
129,1.5842886794909294,1.5360348696250588
130,1.5842886794909294,1.5360348696250588
131,1.5842886794909294,1.5360348696250588
132,1.5842886794909294,1.5360348696250588
133,1.5842886794909294,1.5360348696250588
134,1.5842886794909294,1.5360348696250588
135,1.5842886794909294,1.5360348696250588
136,1.5842886794909294,1.5360348696250588
137,1.5842886794909294,1.5360348696250588
138,1.5842886794909294,1.5360348696250588
139,1.5842886794909294,1.5360348696250588
140,1.5842886794909294,1.5360348696250588
141,1.5842886794909294,1.5360348696250588
142,1.5842886794909294,1.5360348696250588
143,1.5842886794909294,1.5360348696250588
144,1.5842886794909294,1.5360348696250588
145,1.5842886794909294,1.5360348696250588
146,1.5842886794909294,1.5360348696250588
147,1.5842886794909294,1.5360348696250588
148,1.5842886794909294,1.5360348696250588
149,1.5842886794909294,1.5360348696250588
150,1.5842886794909294,1.5360348696250588
151,1.5842886794909294,1.5360348696250588
152,1.5842886794909294,1.5360348696250588
153,1.5842886794909294,1.5360348696250588
154,1.5842886794909294,1.5360348696250588
155,1.5842886794909294,1.5360348696250588
156,1.5842886794909294,1.5360348696250588
157,1.5842886794909294,1.5360348696250588
158,1.5842886794909294,1.5360348696250588
159,1.5842886794909294,1.5360348696250588
160,1.5842886794909294,1.5360348696250588
161,1.5842886794909294,1.5360348696250588
162,1.5842886794909294,1.5360348696250588
163,1.5842886794909294,1.5360348696250588
164,1.5842886794909294,1.5360348696250588
165,1.5842886794909294,1.5360348696250588
166,1.5842886794909294,1.5360348696250588
167,1.5842886794909294,1.5360348696250588
168,1.5842886794909294,1.5360348696250588
169,1.5842886794909294,1.5360348696250588
170,1.5842886794909294,1.5360348696250588
171,1.5842886794909294,1.5360348696250588
172,1.5842886794909294,1.5360348696250588
173,1.5842886794909294,1.5360348696250588
174,1.5842886794909294,1.5360348696250588
175,1.5842886794909294,1.5360348696250588
176,1.5842886794909294,1.5360348696250588
177,1.5842886794909294,1.5360348696250588
178,1.5842886794909294,1.5360348696250588
179,1.5842886794909294,1.5360348696250588
180,1.5842886794909294,1.5360348696250588
181,1.5842886794909294,1.5360348696250588
182,1.5842886794909294,1.5360348696250588
183,1.5842886794909294,1.5360348696250588
184,1.5842886794909294,1.5360348696250588
185,1.5842886794909294,1.5360348696250588
186,1.5842886794909294,1.5360348696250588
187,1.5842886794909294,1.5360348696250588
188,1.5842886794909294,1.5360348696250588
189,1.5842886794909294,1.5360348696250588
190,1.5842886794909294,1.5360348696250588
191,1.5842886794909294,1.5360348696250588
192,1.5842886794909294,1.5360348696250588
193,1.5842886794909294,1.5360348696250588
194,1.5842886794909294,1.5360348696250588
195,1.5842886794909294,1.5360348696250588
196,1.5842886794909294,1.5360348696250588
197,1.5842886794909294,1.5360348696250588
198,1.5842886794909294,1.5360348696250588
199,1.5842886794909294,1.5360348696250588
